y/m/d,high(Åé),low(Åé),max_precipitation_10min(mm),daylight_hours(hours)
24/05/2000,27.4,20.3,0,8.3
25/05/2000,25.1,16.3,0,12.4
26/05/2000,26.7,18.8,0,11.3
27/05/2000,26.2,19.5,3,2
28/05/2000,29.5,19.1,1.5,4.9
29/05/2000,29.4,21.5,0,10.6
30/05/2000,30,20.4,0,11.2
31/05/2000,25.5,19.5,1,0.9
01/06/2000,27.6,18.1,7,9.1
02/06/2000,27.2,18.4,0,8.8
03/06/2000,26.1,20.1,0.5,0
04/06/2000,28.8,19,0,10.4
05/06/2000,24.4,16.4,0,9.1
06/06/2000,27,20.5,0,10.5
07/06/2000,29.4,19.8,0,11.6
08/06/2000,29.5,22.4,0.5,8.6
09/06/2000,26.8,18.8,2.5,0.1
10/06/2000,22.2,18,0.5,0
11/06/2000,18.9,17.3,1,0
12/06/2000,19.8,16.6,0.5,0
13/06/2000,20.2,16.4,1.5,0
14/06/2000,20.9,17.5,1.5,0
15/06/2000,25.9,18.1,0,7.2
16/06/2000,30.5,19.6,0,12.3
17/06/2000,26,17.5,1.5,0.1
18/06/2000,29.2,17.5,1,7.1
19/06/2000,29.6,21.9,0,9.3
20/06/2000,30.2,21.2,0,10.7
21/06/2000,28.3,22.2,0,0.3
22/06/2000,29.9,24.1,0,6.9
23/06/2000,24.4,20.1,2,0
24/06/2000,21.8,18.5,2,0
25/06/2000,21.5,16.6,1,0
26/06/2000,23.9,16.5,0.5,0
27/06/2000,27.3,20.1,0,2.8
28/06/2000,26.1,22.9,7,0
29/06/2000,28.2,23.1,0,1.1
30/06/2000,30,24.3,0.5,3.8
01/07/2000,33.5,25.1,0,10.9
02/07/2000,33.1,23.8,3.5,8.6
03/07/2000,32.8,22.9,6.5,8
04/07/2000,31.7,19.9,34,4.5
05/07/2000,28.3,21.2,0,5.7
06/07/2000,28.5,21.3,0,5.7
07/07/2000,25.4,21.2,9,0
08/07/2000,31.5,20.9,6,4.9
09/07/2000,31.4,22.8,3.5,11.3
10/07/2000,31.3,23.1,0,10
11/07/2000,32.1,23.6,0,10.6
12/07/2000,29.3,24.4,0,2.7
13/07/2000,32.6,25.7,0,6.3
14/07/2000,32.2,26.2,0,5
15/07/2000,31.7,24.6,0,2.7
16/07/2000,32.5,25.7,0,10
17/07/2000,34.5,26.1,0,10.5
18/07/2000,31.8,26.1,0,2.9
19/07/2000,32,25.4,0,4
20/07/2000,33.5,26.1,0,8.2
21/07/2000,31.7,26.8,0,2.6
22/07/2000,34.5,26.6,0,11.5
23/07/2000,34.9,28,0,12.6
24/07/2000,34,27.4,0,12.4
25/07/2000,30.7,24.3,3.5,2.4
26/07/2000,25.6,22.7,2,0
27/07/2000,29.6,23.6,0.5,0.8
28/07/2000,29.7,24.3,0,3
29/07/2000,33,25.6,0,8.1
30/07/2000,33.1,26.6,0,11.3
31/07/2000,34.1,27.1,0,13
01/08/2000,34.5,27.5,0,12.4
02/08/2000,33.7,27,0,7.2
03/08/2000,33.9,26.9,0,8.9
04/08/2000,33.2,26.8,0,5.3
05/08/2000,34.1,24.3,15,9
06/08/2000,33.8,24.2,0,12.3
07/08/2000,32.8,23.4,20,3
08/08/2000,32.8,24,0,9.8
09/08/2000,32.1,23.2,7,1.7
10/08/2000,32.9,24,0,8.7
11/08/2000,33.6,26.2,0,11.5
12/08/2000,32.8,25.4,1.5,6.8
13/08/2000,27.2,23.2,1.5,0
14/08/2000,31.3,22.2,0.5,4.3
15/08/2000,30.9,25.1,5.5,0.1
16/08/2000,31.6,25.2,0,4.9
17/08/2000,30.7,25,0,5.8
18/08/2000,28.6,24.2,0,0
19/08/2000,31.3,23.8,0,7.2
20/08/2000,30.9,24.1,0,7.1
21/08/2000,32.8,26,0,1.1
22/08/2000,32.8,26.5,0,4
23/08/2000,32.8,26.5,0,4.5
24/08/2000,33.2,27.6,0,5.4
25/08/2000,33.7,27,0,6
26/08/2000,32.3,26.3,0,7.8
27/08/2000,34,26.7,0,7.1
28/08/2000,33,26.6,0,7.9
29/08/2000,33.2,26.1,0,11.6
30/08/2000,33.7,25.8,0,3.4
31/08/2000,30.8,27.1,1.5,0.9
01/09/2000,32.1,26.5,0,2.4
02/09/2000,37.8,28.2,2,9.9
03/09/2000,33.2,24.5,0,11.2
04/09/2000,25.5,21.4,0,0.7
05/09/2000,22,19.9,2,0
06/09/2000,29.2,19.9,1.5,2.7
07/09/2000,27.5,23.9,1.5,0.9
08/09/2000,30.1,24.8,0,1.1
09/09/2000,32.3,26.1,0,7.7
10/09/2000,32.2,26.5,0,9.5
11/09/2000,27.8,23.4,6.5,0
12/09/2000,30.6,26.9,0,0.8
13/09/2000,27.5,23.1,3,0
14/09/2000,29.3,22.9,0.5,1.2
15/09/2000,31,24.8,0.5,3.7
16/09/2000,29.1,24.6,3.5,1.6
17/09/2000,29,25.2,5.5,0.6
18/09/2000,30,22.6,0,9.4
19/09/2000,30,22.6,0,5.7
20/09/2000,29.5,22.8,0,6.7
21/09/2000,28.8,21.5,0,10.5
22/09/2000,29.5,21.4,0,7.6
23/09/2000,26,21.9,2.5,0
24/09/2000,26.8,21.2,1.5,2.8
25/09/2000,29.9,21.5,0,5.8
26/09/2000,25.7,20.6,0,2
27/09/2000,27.2,18.5,0,7.8
28/09/2000,26.6,17.8,0,9.8
29/09/2000,24.8,18.3,0,1.6
30/09/2000,26,18.4,0.5,5.2
01/10/2000,23.1,19.2,2,0
02/10/2000,22.1,18.1,0.5,0
03/10/2000,25.4,17.6,1,5.1
04/10/2000,26.3,20.8,0,3.4
05/10/2000,22.7,19.3,0,0.2
06/10/2000,25,18,0,3.3
07/10/2000,24.4,17.7,0,8.3
08/10/2000,21.9,15.9,0,1.3
09/10/2000,18.9,16.6,2,0
10/10/2000,25.8,17.2,0,7.2
11/10/2000,26.7,18.9,0,7.3
12/10/2000,28.1,18.7,0,9.4
13/10/2000,19.7,15.6,0,0
14/10/2000,24.1,16.5,0,8.1
15/10/2000,20.6,16.9,0.5,0.2
16/10/2000,22,16.7,0,4
17/10/2000,19.9,16.2,0,0
18/10/2000,22.2,14.4,0,0
19/10/2000,20.5,11.4,0,5.8
20/10/2000,20.1,15.8,3,0
21/10/2000,25,16,2.5,6.8
22/10/2000,20.5,18,0,0.1
23/10/2000,18.1,15.9,1.5,0
24/10/2000,22.9,15.7,0,7.7
25/10/2000,21.6,15.6,0.5,0.1
26/10/2000,25.5,16.8,0,7.1
27/10/2000,18.1,14.6,0,1.7
28/10/2000,17.6,12.2,0.5,1.9
29/10/2000,13.2,11.9,1,0
30/10/2000,18.1,11.8,0.5,2.5
31/10/2000,18.5,11.1,0,6.2
01/11/2000,15.9,12.3,1.5,0
02/11/2000,15.9,13.9,1.5,0
03/11/2000,17,14.5,0,0
04/11/2000,19.1,13.3,0,6.6
05/11/2000,21.6,12.3,0,9.5
06/11/2000,18.2,13.9,0,0
07/11/2000,19.6,13.7,1,2.3
08/11/2000,23.1,13.4,0,8.9
09/11/2000,14.2,11.6,0,0
10/11/2000,15.5,11,0,0.6
11/11/2000,19.3,10.9,0,8.6
12/11/2000,13.2,10.9,0,0.5
13/11/2000,17.7,10.4,0,4
14/11/2000,14.5,11.6,0,0
15/11/2000,20,12.1,0.5,2.1
16/11/2000,15.5,10.2,0,0
17/11/2000,11.1,8.4,2,0
18/11/2000,19.8,9.7,0,9.2
19/11/2000,13,8.9,0,3.2
20/11/2000,18.7,7.4,8,0
21/11/2000,21.2,14.1,4,0.5
22/11/2000,14.2,8.4,0,1
23/11/2000,12.8,6.9,0,3.4
24/11/2000,16.8,7,0,8.3
25/11/2000,16.7,9.1,0,5.9
26/11/2000,18.3,9.4,0,8.6
27/11/2000,18.4,11.4,0,5.5
28/11/2000,13.9,7.3,0,8.7
29/11/2000,10.6,5.3,0,4.2
30/11/2000,15.5,6,0,8.1
01/12/2000,10.7,7,0,3.9
02/12/2000,11.5,5,0,6.7
03/12/2000,12.7,5.4,0,1.9
04/12/2000,12.6,7.4,0,5.3
05/12/2000,14.4,4.1,0,8.3
06/12/2000,13.6,6.6,0,8.1
07/12/2000,9.4,4.4,0,8.1
08/12/2000,13.4,4,0,8.1
09/12/2000,16.9,4.3,0,8.4
10/12/2000,18,6.3,0,1.6
11/12/2000,13.4,5.4,0,6.1
12/12/2000,11,4,0,8.1
13/12/2000,12.5,2.5,0,8.4
14/12/2000,9.3,5,0,0
15/12/2000,12.7,5.5,0,8.4
16/12/2000,20.2,4.6,0,8.3
17/12/2000,11.4,6.6,0.5,2
18/12/2000,11.5,6.8,0.5,0
19/12/2000,18.6,7.7,0.5,3.5
20/12/2000,11.3,7.9,0,0
21/12/2000,16,8.1,0,6.2
22/12/2000,10.7,6,0,3.6
23/12/2000,13.9,6.4,0,7.7
24/12/2000,14.6,5.2,0,8
25/12/2000,12.5,4.5,0,7.3
26/12/2000,9.4,2.8,0,8.1
27/12/2000,9.6,2.7,0,8.7
28/12/2000,10.2,1.7,0,8.1
29/12/2000,10,3.8,0,8.5
30/12/2000,7.5,2.2,0,0.8
31/12/2000,9.9,6.4,0,0
01/01/2001,10.8,4.8,0,8.5
02/01/2001,13.8,1.5,0,8.5
03/01/2001,11.7,2.7,0,8.5
04/01/2001,9,1,0,6.6
05/01/2001,10,3.4,0,8.4
06/01/2001,8,2.4,0,9.1
07/01/2001,5.8,0.5,0.5,1.4
08/01/2001,6.2,0.7,2,0.5
09/01/2001,8.4,2,0.5,4.7
10/01/2001,13.4,2.6,1.5,1.4
11/01/2001,11.6,5.5,0,5.3
12/01/2001,10.3,4.2,0,8.7
13/01/2001,6.3,1.6,0,0.1
14/01/2001,6.2,-0.8,0,8.8
15/01/2001,6.2,-2.4,0,8.3
16/01/2001,7,-0.8,0,9.1
17/01/2001,8,-0.5,0,9.6
18/01/2001,9.5,0.5,0,9.4
19/01/2001,5.6,1.9,0,5.7
20/01/2001,4.4,0.7,1,0.1
21/01/2001,10.4,0.3,0,9.4
22/01/2001,9.5,4.5,0,0.8
23/01/2001,9.8,3.3,0,3.5
24/01/2001,9.1,1.5,0,9.6
25/01/2001,5.4,1.9,1,0
26/01/2001,8.1,3.5,1,0
27/01/2001,4.5,0.5,1,0
28/01/2001,10.1,0.4,0,7.8
29/01/2001,9.8,2,0,9.6
30/01/2001,9.9,0.8,0,9.6
31/01/2001,8.8,3,0,5.8
01/02/2001,7.3,4.2,0.5,0
02/02/2001,6.9,3.2,0,0
03/02/2001,10.5,0.2,0,9.6
04/02/2001,8.2,2.4,0,2.3
05/02/2001,10,3.2,0,3.1
06/02/2001,12.1,3.5,0,4.4
07/02/2001,8.6,1.4,0.5,0
08/02/2001,10.8,1.5,0,7
09/02/2001,8,1.4,0,4.9
10/02/2001,10.6,1.6,0,7.9
11/02/2001,10.8,2.4,0,8.7
12/02/2001,6.4,1.7,0,0.7
13/02/2001,7.2,1.7,0,0.3
14/02/2001,5.1,0.8,0,2.1
15/02/2001,7.6,0,0,8.3
16/02/2001,11.8,2.1,0,7.6
17/02/2001,8.7,1.1,0,9.9
18/02/2001,11.4,3.1,0,5.1
19/02/2001,15.3,3.4,0,7.2
20/02/2001,10.7,3.7,0,7.9
21/02/2001,15.9,4,0,7.6
22/02/2001,19.7,9.1,0,10.2
23/02/2001,17.3,8.1,0,9.7
24/02/2001,11.2,3.7,0.5,0
25/02/2001,9.7,3.5,0,9.2
26/02/2001,10,1.4,0,9
27/02/2001,12.4,2,0,10.3
28/02/2001,15.7,4.9,0,0
01/03/2001,13.1,4.3,1,0
02/03/2001,11.5,2.1,0.5,6.5
03/03/2001,10.6,3.4,0,3.7
04/03/2001,10.1,5.4,1.5,1.1
05/03/2001,13.7,3.3,0,10.6
06/03/2001,15.1,4.3,0,8.2
07/03/2001,19.4,6,0,3.5
08/03/2001,10.4,1.3,0,5.3
09/03/2001,9.8,1.3,0,7.1
10/03/2001,11.2,2,0,10
11/03/2001,9.8,2.4,0,9
12/03/2001,6.7,1.1,0,2.1
13/03/2001,8.6,1.6,0,10.7
14/03/2001,15.2,2.4,0,8.9
15/03/2001,21.7,7.7,0,8.9
16/03/2001,12.7,5.6,0,10.8
17/03/2001,11.2,6.3,0.5,0
18/03/2001,17.2,7.7,0.5,5.5
19/03/2001,18.3,7.4,0,9.2
20/03/2001,20.7,8,0,8.8
21/03/2001,22.8,11,0,8.1
22/03/2001,19.3,9.7,0,6
23/03/2001,18.1,11.1,0,2.9
24/03/2001,19.5,10.6,0,10
25/03/2001,16.9,13.5,0,0
26/03/2001,16.9,9.6,1,2.6
27/03/2001,17.2,8,0,10.8
28/03/2001,16.2,8.6,0,6.5
29/03/2001,12.2,4,1,0
30/03/2001,13.5,3.8,0,3.3
31/03/2001,7.6,1.8,0.5,0
01/04/2001,13,1,0,10.7
02/04/2001,17,5,0,9.9
03/04/2001,22.5,7.3,0.5,8.7
04/04/2001,15.1,5.7,0.5,9.9
05/04/2001,18.5,6.5,0,11
06/04/2001,20.9,11,0,9.5
07/04/2001,21.1,11.8,0,10.9
08/04/2001,21.2,12.5,0,8.6
09/04/2001,22.1,14.4,0,4
10/04/2001,22.9,15.6,0,5.4
11/04/2001,23.5,15,0,4.6
12/04/2001,23.3,13.7,0,5.8
13/04/2001,19.5,11.5,0,11.7
14/04/2001,21.6,11.6,0,8.6
15/04/2001,23,12.3,0,12
16/04/2001,21.5,12.6,0,11.6
17/04/2001,23,13.9,0,10.5
18/04/2001,22.6,15.5,0.5,2.6
19/04/2001,20.6,14.7,0.5,2.4
20/04/2001,26.2,14.4,0,10.2
21/04/2001,14.8,8.4,0.5,0
22/04/2001,20.9,9.7,0.5,7.1
23/04/2001,18.9,7.7,0,11.5
24/04/2001,22.5,15.3,0,2.2
25/04/2001,16.3,11.7,0.5,0
26/04/2001,18,10.8,0,7.5
27/04/2001,20.5,10.9,0,10.5
28/04/2001,22.8,13.6,0,11.5
29/04/2001,21.9,15.8,0.5,0.6
30/04/2001,17.3,10.2,1,0
01/05/2001,14.5,8.7,0,0.8
02/05/2001,15.2,10.5,0.5,0
03/05/2001,14,10.1,1.5,0
04/05/2001,19.5,10.3,0,7.1
05/05/2001,20.6,12.1,0,6
06/05/2001,22.6,14.5,0,10.8
07/05/2001,24.9,17.5,0,11.5
08/05/2001,21.1,18.5,1.5,0.3
09/05/2001,21.3,17,0.5,0.1
10/05/2001,22.2,16.2,0.5,0.3
11/05/2001,22.2,16.2,0.5,4
12/05/2001,24.9,13.8,0,13
13/05/2001,25.5,16.2,0,12.6
14/05/2001,25.6,17.1,0,10.1
15/05/2001,26.3,19.6,0,9.7
16/05/2001,21.9,17.9,3,0.1
17/05/2001,24.4,16.8,0,10.9
18/05/2001,24.2,15.5,0,10.3
19/05/2001,25.8,18.6,0.5,10.9
20/05/2001,27.4,17.5,0,12.1
21/05/2001,27.5,19.8,0,5.9
22/05/2001,23.6,19,0.5,0
23/05/2001,21.4,18.7,1.5,0
24/05/2001,21.3,18.5,2,0
25/05/2001,26.4,17.9,0.5,8.4
26/05/2001,25.2,20.3,0,0.3
27/05/2001,23.1,16.9,2.5,0
28/05/2001,25.8,16.8,0.5,9.4
29/05/2001,25.1,17.9,2,4
30/05/2001,24.6,18.3,2,2
31/05/2001,24.6,18.6,1,0
01/06/2001,26.2,21.4,0,4.8
02/06/2001,25.7,19.3,0,4.3
03/06/2001,27.1,18.1,0,13
04/06/2001,31.1,20.6,0,12.5
05/06/2001,28,21.5,0,1.3
06/06/2001,22.7,18.6,1,0
07/06/2001,29.1,18.6,3,6.3
08/06/2001,24.6,18.5,0,0.9
09/06/2001,25.9,18.3,0.5,9.6
10/06/2001,23.8,19,2,0
11/06/2001,28.2,19.5,12.5,7.3
12/06/2001,21.8,18.9,0.5,0.2
13/06/2001,26.2,19.4,0.5,0.5
14/06/2001,20.9,17.3,2,0
15/06/2001,18.7,16.3,1,0
16/06/2001,21.6,16.1,0.5,0.5
17/06/2001,25.9,18.6,0,4.3
18/06/2001,29.2,20.5,0,9.5
19/06/2001,29.6,23.7,0.5,2.3
20/06/2001,27.5,19.4,1,0.7
21/06/2001,20.6,18.2,1.5,0
22/06/2001,24.1,18.7,0,0.5
23/06/2001,25.3,20.9,0,0.1
24/06/2001,28.5,22.2,0,1.9
25/06/2001,30.6,22.9,0,0.1
26/06/2001,31.3,23.6,0,6.3
27/06/2001,33.7,25,0,5.8
28/06/2001,31.2,24.7,0,7.6
29/06/2001,32.1,24.8,0,7.5
30/06/2001,27.3,24.6,0.5,0
01/07/2001,36.7,23.6,0,11.7
02/07/2001,30.5,22.7,0,11.8
03/07/2001,32.5,23.8,0,11.7
04/07/2001,35.3,25.1,0,12.2
05/07/2001,34.9,26.6,0,12.6
06/07/2001,33,25.2,0,0.8
07/07/2001,29.6,23.8,0,8.5
08/07/2001,30.7,23,0,10.4
09/07/2001,32.2,23.5,0,9.7
10/07/2001,31.7,23.6,0,10.2
11/07/2001,32.8,24,0,12
12/07/2001,35.7,26.9,0,13.3
13/07/2001,36.1,27.9,0,12.9
14/07/2001,35.1,28.2,0,8.9
15/07/2001,34.4,28.1,0,10.2
16/07/2001,33,27.8,0,12.5
17/07/2001,33.9,26.3,0,7
18/07/2001,33.4,24.9,0.5,5.4
19/07/2001,31.5,24,0.5,1.3
20/07/2001,33.6,24.6,0,8.3
21/07/2001,33.8,27,0,4.7
22/07/2001,34.6,27.4,0,12.2
23/07/2001,35.6,28.1,0,10.4
24/07/2001,38.1,28.2,0,8.9
25/07/2001,34.2,26,13.5,1.4
26/07/2001,30.1,24.4,0.5,1.1
27/07/2001,29,22.4,0,1.5
28/07/2001,26.8,22,0,1.8
29/07/2001,28.7,21.9,0,8.3
30/07/2001,32,24.4,0,9.2
31/07/2001,34.5,26.4,0,8.3
01/08/2001,36.3,25.9,0,7.4
02/08/2001,29.3,23.6,0,0
03/08/2001,31.5,23.1,0,5.1
04/08/2001,34.4,25.1,0,4.7
05/08/2001,27.7,23.4,0,0.1
06/08/2001,27,22.9,0,0
07/08/2001,25.8,23.4,0,0
08/08/2001,26.9,22.5,0,0
09/08/2001,29.7,22.7,0,1.1
10/08/2001,33,26.7,0,2.1
11/08/2001,30.2,23.5,0,1.1
12/08/2001,24.2,21.9,0.5,0
13/08/2001,31,21.5,0,2.5
14/08/2001,34,26.1,0,7.7
15/08/2001,30.6,24,0,2.1
16/08/2001,31.8,23.8,0,6
17/08/2001,31.7,23.2,0,11.1
18/08/2001,29.5,21.1,1.5,1.1
19/08/2001,28.4,19.6,0,6.7
20/08/2001,30,21.6,0,7.2
21/08/2001,27.3,21.9,5,0
22/08/2001,27.6,24.8,8.5,0
23/08/2001,33,25.2,0,7.1
24/08/2001,31.5,26,0,2.8
25/08/2001,32,24.6,0,6.2
26/08/2001,31.9,25.9,0,4.6
27/08/2001,29.8,24.2,12,0.9
28/08/2001,31,23.6,1.5,4.4
29/08/2001,29.8,24.2,0.5,1.7
30/08/2001,27.7,23.5,0,0.2
31/08/2001,26.4,22.2,2,0.1
01/09/2001,29.3,22.2,0,6.1
02/09/2001,28.6,22.6,0,4.3
03/09/2001,25.9,21.1,1.5,0
04/09/2001,25.2,20.5,0.5,0.3
05/09/2001,26.7,19.7,0,4.9
06/09/2001,25.9,21.1,0,0.3
07/09/2001,25.7,21.6,0,0
08/09/2001,28.9,22,0.5,0.5
09/09/2001,29.9,25.6,3.5,0.9
10/09/2001,28.4,25.7,6.5,0
11/09/2001,27.8,24.7,8,0
12/09/2001,32.6,24.6,0,6.5
13/09/2001,25.8,22.4,0,0
14/09/2001,27.7,22.4,0,0.1
15/09/2001,30.4,24.4,0,3.3
16/09/2001,28.6,22.8,0,1.4
17/09/2001,27.8,21.2,0,5
18/09/2001,30.5,24.6,0,5
19/09/2001,29.7,22.1,0,4.3
20/09/2001,22.5,19.9,0.5,0
21/09/2001,21.7,16,1,0
22/09/2001,18.8,14.4,0.5,5.6
23/09/2001,21.7,13.2,0,11.4
24/09/2001,25.4,13.2,0,11.2
25/09/2001,25.9,15.7,0,10.9
26/09/2001,26.1,18.2,0,8.7
27/09/2001,27.1,19.8,0,6
28/09/2001,23.9,18.4,0,4.4
29/09/2001,21.6,16.5,0,8
30/09/2001,21.1,16.5,1,0.3
01/10/2001,19.4,16.8,4.5,0
02/10/2001,28.5,18.4,0,10.3
03/10/2001,27.3,19.4,0,10.3
04/10/2001,24.1,18,0,1.7
05/10/2001,22.8,17.9,0,0
06/10/2001,26.7,19.3,0,6.4
07/10/2001,22,17.7,0,2.1
08/10/2001,18.4,15.1,1,0.2
09/10/2001,23.2,14.9,0.5,3.3
10/10/2001,19.9,14.5,11.5,0
11/10/2001,26.3,17.6,0.5,4.5
12/10/2001,25.2,19.4,0,5.2
13/10/2001,26.4,16.6,0,9.8
14/10/2001,24.7,17,0,8
15/10/2001,23.6,15,0,10.2
16/10/2001,24.2,14.8,0,7.8
17/10/2001,20.6,16.8,0.5,0
18/10/2001,17.6,12.9,1,0
19/10/2001,18.9,11.3,0,10.2
20/10/2001,20.3,11.8,0,10.2
21/10/2001,20.2,13.2,0,3.3
22/10/2001,21.3,14,2,0.6
23/10/2001,27,14.7,3.5,9.9
24/10/2001,22.3,15.7,0,5
25/10/2001,22.4,15.9,0,6.8
26/10/2001,20.6,14.4,0,7.3
27/10/2001,21.5,13.4,0,9.5
28/10/2001,21.1,13.4,2,0
29/10/2001,24,14.8,2,3.5
30/10/2001,16.8,12.3,0,0.2
31/10/2001,20.9,12.4,0,8.3
01/11/2001,21.4,14.2,0,4.9
02/11/2001,21.8,14.5,0,7.2
03/11/2001,18.1,12.2,1,0.3
04/11/2001,19.2,11.6,1,8.5
05/11/2001,16.1,9,2,2.2
06/11/2001,21,11.2,2.5,0.1
07/11/2001,15.4,10.9,0,4.7
08/11/2001,16.9,8.9,0,4.9
09/11/2001,13.8,11.6,2,0
10/11/2001,12.3,9.8,1,0
11/11/2001,16.4,8.1,0,9.7
12/11/2001,12.8,10.1,1,1.5
13/11/2001,14.8,9.1,0,3.9
14/11/2001,16.3,8.1,0,8.7
15/11/2001,14.5,8.7,0,4.5
16/11/2001,18.4,8.3,0,9.5
17/11/2001,16.7,9.3,0,2.1
18/11/2001,13.8,9.6,0,3.2
19/11/2001,15.4,7.7,0,9.5
20/11/2001,16.3,8.1,0,8.5
21/11/2001,16.7,9.2,0,7.7
22/11/2001,19.1,7.5,0,9.5
23/11/2001,18.6,9.9,0,9.3
24/11/2001,17.8,9.6,0,8.8
25/11/2001,17.8,7.4,0,8.8
26/11/2001,14,9.1,0,2.1
27/11/2001,14.2,7.2,0,8.8
28/11/2001,15.2,6,0,9.1
29/11/2001,17.1,6.4,0,7.6
30/11/2001,20,10.6,0,4
01/12/2001,14.9,9.2,0,5.3
02/12/2001,16.7,6.9,0,8.3
03/12/2001,15.7,8.7,0,7.5
04/12/2001,12.3,8.5,1,0
05/12/2001,12.9,8.2,0,2.6
06/12/2001,10.9,8.5,1,0
07/12/2001,12.5,7,0,7
08/12/2001,11.4,5.9,0,5.7
09/12/2001,12.7,5.2,0,8.1
10/12/2001,11.8,5.8,0,7.8
11/12/2001,10.8,4.4,0,8.9
12/12/2001,13.8,6.3,0,8.5
13/12/2001,12.9,6.7,1,0
14/12/2001,15.4,6.6,0,7.9
15/12/2001,12.6,4.1,0,8.7
16/12/2001,11.5,2.6,0,8.4
17/12/2001,12,2.8,0,6.8
18/12/2001,11.2,4.6,0,5.5
19/12/2001,11.9,2.8,0,8
20/12/2001,12.4,3.4,0,8.1
21/12/2001,6.9,2.5,1,0.1
22/12/2001,12.5,3.1,0,8.3
23/12/2001,10.6,2.2,0,8.7
24/12/2001,11.8,2.1,0,8.4
25/12/2001,8.4,5.7,0,0.3
26/12/2001,11.7,6.4,0,8
27/12/2001,9.9,3.3,0,4.1
28/12/2001,11,3.7,0,8.2
29/12/2001,9.2,2.8,0,3.3
30/12/2001,13.9,1.5,0,8.5
31/12/2001,10.5,0.9,0,8.9
01/01/2002,14.3,2,0,7.5
02/01/2002,9.9,1.7,0,4.9
03/01/2002,8.4,0.4,0,8.9
04/01/2002,12,-0.3,0,8.8
05/01/2002,8.8,2.7,0,4.5
06/01/2002,10,0.9,0,9.1
07/01/2002,7.3,1.6,1,1.5
08/01/2002,14.3,2.6,1,8.5
09/01/2002,11.2,4,0,8.9
10/01/2002,12.7,2.1,0,8.8
11/01/2002,15.4,4.7,0,7.9
12/01/2002,14.9,6,0,8.1
13/01/2002,13.7,7.6,0,3.8
14/01/2002,12,4.8,0,8.5
15/01/2002,18.1,4.9,0,6.1
16/01/2002,14.8,8.3,0,0
17/01/2002,8.5,5.2,0.5,0
18/01/2002,10.2,4.4,0,6.1
19/01/2002,7.9,3,0,7.1
20/01/2002,10.3,1.9,0,7.7
21/01/2002,14.7,4.9,13,0
22/01/2002,14.9,7.3,0,9.5
23/01/2002,12.1,2.8,0,9.3
24/01/2002,10.5,2.1,0,9.7
25/01/2002,11.2,3.9,0,9.7
26/01/2002,6.4,2.1,1,0.4
27/01/2002,12.1,2.3,2,1.7
28/01/2002,12,4.8,0,8.5
29/01/2002,9.2,1.6,0,9.7
30/01/2002,9.2,1.7,0,8.3
31/01/2002,9.2,3.7,0,8.4
01/02/2002,10,2.9,0,8.8
02/02/2002,11.2,2.9,0,7.2
03/02/2002,9.4,4.6,1,0
04/02/2002,10.5,5.1,0,3.8
05/02/2002,10.4,5.3,0.5,0.2
06/02/2002,13.2,5.6,0.5,6.4
07/02/2002,15.1,6.5,0,5.5
08/02/2002,14.9,5.8,0,5
09/02/2002,12.4,4,0,6.8
10/02/2002,5.5,2.1,0,1.1
11/02/2002,8.1,0.3,0,8.7
12/02/2002,9.2,1.2,0,6.6
13/02/2002,8.9,1.8,0,7.8
14/02/2002,9.8,1.4,0,8.5
15/02/2002,10.3,2.9,0,10.2
16/02/2002,12.4,2.4,0,9.4
17/02/2002,11,4.6,0.5,0.7
18/02/2002,13.9,3.6,0,6.4
19/02/2002,10.7,2.1,0,10.4
20/02/2002,14.4,4.6,0,10.4
21/02/2002,16.1,4.1,0,9.2
22/02/2002,17.7,8.3,0,6.9
23/02/2002,14.2,8.3,0,6.6
24/02/2002,13.4,6,0,4.4
25/02/2002,11.6,4.7,0,9.8
26/02/2002,12.6,6.2,0,0.5
27/02/2002,14.5,8.3,0,2.2
28/02/2002,12,8,0.5,0
01/03/2002,15.6,9.8,0,3.5
02/03/2002,15.4,9.1,0,2.1
03/03/2002,9.2,4.8,0,0.1
04/03/2002,12.6,3.9,0,9.5
05/03/2002,11.7,5.8,0,0
06/03/2002,15.8,6.4,0.5,3.8
07/03/2002,16.9,6.9,0,6.3
08/03/2002,13.3,4.9,0,10.3
09/03/2002,15.7,5.3,0,10.5
10/03/2002,19.8,6.2,0,10.2
11/03/2002,15.8,9.4,0,8.8
12/03/2002,19.3,7.1,0,10
13/03/2002,17.1,7.6,0,10.5
14/03/2002,19.1,7.1,0,7.8
15/03/2002,23.9,13.5,1,5.8
16/03/2002,17.1,11.8,0,1.6
17/03/2002,20.6,8.7,0,8.5
18/03/2002,20,11.3,0,10
19/03/2002,16.7,10.1,0,10.8
20/03/2002,18.3,10.8,0,10.9
21/03/2002,21.5,8.2,0,6.3
22/03/2002,19.4,10.2,0.5,1
23/03/2002,12.1,6.9,1,0.7
24/03/2002,13.4,6.2,0,6.7
25/03/2002,13.3,5,0,9
26/03/2002,10.9,7.5,0.5,0
27/03/2002,12.4,7.7,2.5,0
28/03/2002,15.8,6.3,0,11.4
29/03/2002,17,8,1,0
30/03/2002,22.3,11.9,2.5,9.1
31/03/2002,19.4,12.1,1.5,6.1
01/04/2002,19.2,10.7,0,11.4
02/04/2002,26.1,12.5,0,9.8
03/04/2002,22.5,13.3,0,8.6
04/04/2002,19,11,0,10.8
